    feature,importance
remaining_lease_54 years 01 month,5.642266964776783e-07
block_114,5.632520256150019e-07
street_name_SERANGOON NTH AVE 1,5.629364520217878e-07
street_name_CHOA CHU KANG AVE 1,5.627410815498451e-07
remaining_lease_83 years 01 month,5.615954066423632e-07
street_name_PASIR RIS DR 1,5.602878878886147e-07
street_name_CHAI CHEE ST,5.601635596214232e-07
block_112,5.599119293329187e-07
remaining_lease_72 years 09 months,5.591386373420785e-07
block_360,5.590944297606782e-07
remaining_lease_87 years 10 months,5.584935841586866e-07
postal_code_560102,5.583950355998523e-07
remaining_lease_52 years 09 months,5.579830143807546e-07
remaining_lease_58 years 09 months,5.570615103840587e-07
postal_code_530407,5.570578485196534e-07
remaining_lease_58 years 05 months,5.562910015729318e-07
remaining_lease_85 years 10 months,5.55458515898457e-07
remaining_lease_67 years 01 month,5.552832804617023e-07
remaining_lease_87 years 09 months,5.546232020170675e-07
postal_code_530544,5.54029530383938e-07
street_name_WOODLANDS DR 50,5.538641228952622e-07
remaining_lease_57 years 02 months,5.525436163300942e-07
street_name_BT BATOK ST 34,5.520410044046418e-07
street_name_WOODLANDS CRES,5.513538960791431e-07
street_name_BOON LAY AVE,5.507130202915251e-07
block_452,5.504232120049601e-07
remaining_lease_58 years 06 months,5.499698943689131e-07
street_name_HOUGANG ST 91,5.486558622831554e-07
remaining_lease_52 years 01 month,5.470417826800659e-07
postal_code_410665,5.462517733827483e-07
block_359,5.453324117278423e-07
remaining_lease_71 years 04 months,5.445074454534743e-07
block_307,5.442464311275949e-07
block_522A,5.440500332130579e-07
remaining_lease_76 years 09 months,5.412518793366407e-07
block_108,5.408364251089755e-07
block_146,5.393150225234877e-07
remaining_lease_85 years 08 months,5.377999901582977e-07
block_428,5.374911848521864e-07
remaining_lease_54 years 04 months,5.373613511843104e-07
flat_model_Premium Maisonette,5.360018184049259e-07
block_231,5.339520663058646e-07
street_name_KEAT HONG CL,5.321846977850292e-07
remaining_lease_87 years 04 months,5.309428915935706e-07
street_name_TIONG BAHRU RD,5.304619486929449e-07
remaining_lease_71 years 06 months,5.297164079003336e-07
remaining_lease_56 years 04 months,5.291671968284519e-07
remaining_lease_84 years 06 months,5.290378286863971e-07
postal_code_160009,5.278739588639221e-07
remaining_lease_67 years 07 months,5.27085224383362e-07
remaining_lease_57 years 10 months,5.259358485478415e-07
block_119,5.257089695887305e-07
street_name_COMPASSVALE DR,5.249028877036344e-07
remaining_lease_82 years 11 months,5.242197085920428e-07
remaining_lease_81 years 02 months,5.238470611860695e-07
block_96A,5.235947592116916e-07
postal_code_533470,5.233325477910191e-07
street_name_MARINE CRES,5.230398507152706e-07
remaining_lease_80 years 04 months,5.221831074504481e-07
remaining_lease_88 years 01 month,5.217290697546944e-07
remaining_lease_57 years 05 months,5.215153611116341e-07
remaining_lease_58 years,5.204183890942835e-07
remaining_lease_81 years 07 months,5.200576021200354e-07
block_43,5.18421725336971e-07
remaining_lease_62 years 05 months,5.176880428298623e-07
remaining_lease_87 years 07 months,5.168360005558525e-07
street_name_TAMPINES ST 72,5.163188246872066e-07
nearest_supermarket_name_SS57,5.159636802088999e-07
nearest_supermarket_name_SS53,5.153615554567987e-07
block_454,5.141663034220154e-07
block_470C,5.131659034908719e-07
block_67,5.131541804444377e-07
remaining_lease_54 years,5.120468626698776e-07
block_132,5.118354559190962e-07
remaining_lease_83 years 05 months,5.118124940865266e-07
block_163,5.118042309273642e-07
remaining_lease_83 years,5.110333411474037e-07
street_name_PASIR RIS ST 71,5.107271985052023e-07
remaining_lease_86 years 08 months,5.101109305592443e-07
remaining_lease_54 years 02 months,5.094850752553814e-07
block_287,5.093572461492889e-07
street_name_TAMPINES ST 81,5.076950449188788e-07
block_435C,5.074534331354117e-07
block_279,5.072862875937932e-07
street_name_BT BATOK ST 22,5.069804451040612e-07
postal_code_390062,5.064710971689786e-07
postal_code_310142,5.04200806816929e-07
postal_code_600401,5.039118608721854e-07
block_4C,5.025344879624412e-07
block_716,5.024155742566878e-07
block_410,5.021136362431863e-07
street_name_HENDERSON RD,5.020087665230446e-07
remaining_lease_82 years 03 months,5.015711854456002e-07
block_665,4.989393170248185e-07
remaining_lease_53 years 08 months,4.987537426765316e-07
nearest_mrt_name_Chinatown,4.95865838068327e-07
block_2C,4.955881998999506e-07
block_125,4.954493805176787e-07
nearest_hospital_name_Gleneagles Hospital,4.946727277141528e-07
remaining_lease_82 years,4.946035489495313e-07
street_name_JLN RAJAH,4.943713255282287e-07
remaining_lease_81 years 06 months,4.943034192392263e-07
postal_code_650117,4.941775052590734e-07
remaining_lease_72 years,4.934732370017314e-07
remaining_lease_57 years 08 months,4.930112826189597e-07
block_405,4.926199139610636e-07
remaining_lease_55 years 10 months,4.920783388169405e-07
postal_code_85101,4.901221217597437e-07
remaining_lease_82 years 09 months,4.901197924523729e-07
street_name_BT BATOK ST 31,4.900925200601792e-07
block_516,4.900749314878477e-07
remaining_lease_56 years 03 months,4.897471901793491e-07
street_name_WOODLANDS ST 82,4.894435035519998e-07
block_296,4.891371717205414e-07
remaining_lease_67 years 06 months,4.887683782408152e-07
nearest_supermarket_name_SS34,4.878728555911604e-07
block_627,4.8759046857735e-07
remaining_lease_66 years 08 months,4.874129465779392e-07
block_58,4.870461591780001e-07
street_name_JURONG WEST ST 25,4.865644909899803e-07
block_205,4.863743909896409e-07
remaining_lease_70 years 10 months,4.85693288309703e-07
block_93,4.839276526026229e-07
block_138,4.833702725640297e-07
block_306,4.83069070474279e-07
street_name_YISHUN AVE 3,4.82076254829051e-07
block_803B,4.812546437500629e-07
postal_code_531475,4.811418407304717e-07
postal_code_162009,4.797840563978907e-07
block_310C,4.795699481517582e-07
remaining_lease_57 years,4.793267674309243e-07
block_126,4.791924933482284e-07
remaining_lease_80 years 11 months,4.782031705105872e-07
remaining_lease_81 years 09 months,4.774876949734495e-07
block_271B,4.769014348858853e-07
remaining_lease_53 years 03 months,4.762981508837508e-07
nearest_supermarket_name_SS61,4.7611381707313295e-07
postal_code_590013,4.7415416454184016e-07
remaining_lease_85 years 11 months,4.738330800019552e-07
remaining_lease_90 years 08 months,4.723323522600556e-07
block_120,4.706602020799531e-07
street_name_SERANGOON NTH AVE 4,4.699597119627039e-07
block_251,4.6892728733186884e-07
postal_code_274018,4.688441087924995e-07
block_124,4.684781528492501e-07
block_135,4.671714094431428e-07
block_24,4.6710840227174186e-07
block_361,4.6460595093823394e-07
nearest_supermarket_name_FP117,4.6358909049084714e-07
street_name_BT BATOK EAST AVE 5,4.634404402234675e-07
postal_code_313138,4.632282016337155e-07
remaining_lease_48 years 02 months,4.62675008707528e-07
block_236,4.623227535455748e-07
street_name_SIMS AVE,4.619969242735066e-07
street_name_YISHUN AVE 9,4.619319413082337e-07
postal_code_571273,4.616352262408619e-07
street_name_PETIR RD,4.6132253240270025e-07
postal_code_140168,4.6110741820856623e-07
remaining_lease_84 years,4.6014742699364766e-07
block_340,4.591334406847787e-07
postal_code_381002,4.586948699542197e-07
remaining_lease_80 years 05 months,4.58002656581939e-07
block_308C,4.5765090585641984e-07
block_75,4.5743454059849727e-07
nearest_supermarket_name_FP116,4.5738128706315355e-07
remaining_lease_51 years 06 months,4.5737963027659624e-07
block_229,4.5655809368968067e-07
street_name_JURONG WEST ST 91,4.544128067818731e-07
street_name_WHAMPOA RD,4.532741805022558e-07
postal_code_330007,4.5295087834606277e-07
street_name_BEDOK STH AVE 3,4.525718792199524e-07
block_202,4.520945958119709e-07
remaining_lease_80 years 03 months,4.520624263296124e-07
block_179,4.501580753486908e-07
street_name_TAMPINES ST 23,4.500409198245962e-07
remaining_lease_89 years 03 months,4.49437507611357e-07
remaining_lease_56 years 09 months,4.4876763813649467e-07
nearest_supermarket_name_SS15,4.483232520785589e-07
remaining_lease_51 years 05 months,4.482999574549607e-07
street_name_JURONG WEST ST 61,4.4819635243377484e-07
remaining_lease_54 years 03 months,4.4742553567730023e-07
nearest_supermarket_name_GT29,4.4633546972782104e-07
postal_code_470716,4.455289760945814e-07
street_name_HOUGANG ST 52,4.4552655965201754e-07
block_123,4.4493254957389964e-07
block_110,4.4371492504034494e-07
postal_code_520360,4.436621851640893e-07
remaining_lease_89 years 10 months,4.4361770323143717e-07
block_618,4.4345779560939973e-07
remaining_lease_83 years 11 months,4.4281517702815063e-07
nearest_mrt_name_Maxwell,4.4271892707896397e-07
nearest_mrt_name_Mountbatten,4.411315963361141e-07
remaining_lease_72 years 05 months,4.408520670507829e-07
block_82,4.402736964718717e-07
street_name_JURONG EAST ST 32,4.3993378240480986e-07
flat_model_3Gen,4.398946591164582e-07
block_201,4.3910207986281797e-07
block_607,4.3899178306387285e-07
block_534,4.384259080061835e-07
postal_code_311138,4.383744457680578e-07
remaining_lease_84 years 08 months,4.383633982299215e-07
block_89,4.379440129578862e-07
block_258,4.377406213903117e-07
nearest_supermarket_name_CS37,4.365759976530201e-07
postal_code_120103,4.353455037866998e-07
block_1B,4.3428790514990676e-07
block_588B,4.335299922229379e-07
block_626,4.331093689984029e-07
postal_code_144061,4.3298023282586183e-07
nearest_mrt_name_Hillview,4.329734693889418e-07
remaining_lease_82 years 06 months,4.3267132796511846e-07
remaining_lease_88 years,4.322378514390037e-07
block_33,4.3216118347532146e-07
postal_code_390001,4.3215339592242555e-07
remaining_lease_52 years 03 months,4.31734475486214e-07
postal_code_570265,4.316762313456e-07
remaining_lease_89 years 01 month,4.310477643512035e-07
nearest_top_primary_name.1_Singapore Chinese Girls' Primary School,4.3091426815116786e-07
remaining_lease_95 years 08 months,4.3089745565866416e-07
postal_code_670605,4.2975929734157244e-07
block_358,4.29484789273049e-07
nearest_supermarket_name_SS44,4.29395629245195e-07
street_name_WEST COAST DR,4.2888945784064114e-07
nearest_supermarket_name_CS45,4.2732889365150424e-07
postal_code_530516,4.271000456194102e-07
postal_code_760310,4.2704958800768554e-07
remaining_lease_58 years 01 month,4.2632518912167183e-07
nearest_supermarket_name_FP115,4.255943373227298e-07
street_name_HAIG RD,4.2531172333430987e-07
block_150,4.2469296601071437e-07
block_209,4.241500687782622e-07
postal_code_440073,4.2371951226364384e-07
nearest_supermarket_name_SS82,4.236679587670652e-07
postal_code_653435,4.231004350905293e-07
postal_code_530361,4.225198564056195e-07
postal_code_682803,4.2211639419695704e-07
postal_code_670452,4.2173278657781395e-07
block_234,4.212290146853322e-07
block_157B,4.2111911535208155e-07
block_419,4.2077213694821124e-07
street_name_YISHUN ST 71,4.207464573770253e-07
postal_code_391007,4.2056863944938655e-07
block_51,4.200418800955802e-07
street_name_TAMPINES ST 44,4.1985712116251374e-07
remaining_lease_82 years 07 months,4.1963622128759624e-07
block_303,4.193984694829707e-07
block_18C,4.1910885427620413e-07
nearest_supermarket_name_FP24,4.187994059420892e-07
postal_code_310036,4.187245952570167e-07
block_244,4.1727424668948527e-07
nearest_supermarket_name_FP64,4.170491876922386e-07
block_139,4.168108495738561e-07
remaining_lease_84 years 10 months,4.1665143468011365e-07
block_404,4.153174994443636e-07
remaining_lease_84 years 05 months,4.149393472946266e-07
street_name_SEMBAWANG CL,4.1466614075547516e-07
street_name_CLEMENTI WEST ST 1,4.135089800123813e-07
block_278,4.1264896670138085e-07
block_106,4.1260430986674424e-07
remaining_lease_83 years 02 months,4.119175639407639e-07
street_name_BEDOK NTH AVE 1,4.103540968339513e-07
block_470B,4.091417125403098e-07
postal_code_670532,4.083044025846367e-07
block_335C,4.079729100024575e-07
postal_code_650193,4.0723667728791116e-07
remaining_lease_86 years 07 months,4.0721669173146735e-07
remaining_lease_72 years 01 month,4.068113293619115e-07
block_128,4.066676614528017e-07
block_371,4.0659999970546653e-07
remaining_lease_52 years 11 months,4.056779255724523e-07
remaining_lease_49 years 07 months,4.052005652053175e-07
postal_code_762348,4.045633274689159e-07
block_8A,4.0284866459759255e-07
street_name_C'WEALTH CRES,4.027172175302721e-07
postal_code_120101,4.0105821177006565e-07
remaining_lease_88 years 10 months,4.009990151663766e-07
block_152,4.009564135068205e-07
block_28B,3.990938496684007e-07
postal_code_542157,3.9906843974613114e-07
block_409,3.9791236906190144e-07
remaining_lease_57 years 09 months,3.9773570774283535e-07
block_236A,3.9756766573987077e-07
nearest_mall_name_West Coast Plaza,3.9730620189298765e-07
street_name_WOODLANDS DR 44,3.951151779289378e-07
block_640,3.939966393776701e-07
postal_code_163019,3.9313561400138433e-07
postal_code_670603,3.9309131812604517e-07
nearest_mrt_name_Upper Changi,3.918528653608467e-07
block_501,3.913990278496058e-07
block_239,3.909905531752739e-07
nearest_supermarket_name_FP102,3.9068233138359013e-07
block_316A,3.9021653029965624e-07
block_321,3.8973215881179895e-07
block_351,3.893784187539995e-07
postal_code_530238,3.8916256205425606e-07
block_698A,3.890155348481725e-07
postal_code_544338,3.8699334744615504e-07
street_name_C'WEALTH DR,3.8637857797952814e-07
postal_code_520279,3.859453695009396e-07
remaining_lease_52 years 07 months,3.8528580354940495e-07
block_336,3.850370608358238e-07
block_95B,3.8365965459268594e-07
block_94D,3.8346019520063536e-07
remaining_lease_51 years 04 months,3.8328414487991686e-07
block_49,3.831859443124467e-07
postal_code_570286,3.8225866730149075e-07
town_SEMBAWANG,3.817261250642376e-07
block_532,3.8160875417971606e-07
remaining_lease_83 years 08 months,3.812534331806501e-07
block_347B,3.8104072501344544e-07
block_625,3.8059364808073944e-07
remaining_lease_76 years 06 months,3.7991361587368537e-07
street_name_HOUGANG ST 92,3.795320362314131e-07
street_name_YISHUN ST 22,3.7921593818875363e-07
nearest_supermarket_name_SS5,3.7876134172215777e-07
block_254,3.784159005962339e-07
block_10A,3.7816121849058223e-07
block_273A,3.7783045625383894e-07
postal_code_613138,3.7724836091846636e-07
block_605,3.768709690931578e-07
block_61,3.762394105971374e-07
remaining_lease_85 years 02 months,3.748185186842844e-07
postal_code_80008,3.741517266293282e-07
remaining_lease_47 years 02 months,3.737553860636405e-07
nearest_supermarket_name_FP75,3.7365870259117323e-07
remaining_lease_72 years 10 months,3.7264979835757506e-07
postal_code_530462,3.725549435384055e-07
street_name_DOVER CL EAST,3.7184025794110507e-07
town_MARINE PARADE,3.7132228037088357e-07
block_402,3.71262684909284e-07
block_54,3.7083987431353456e-07
street_name_WOODLANDS RISE,3.7083377166735176e-07
street_name_CANBERRA WALK,3.707840500184644e-07
remaining_lease_89 years 11 months,3.7069947869883237e-07
street_name_TAMPINES ST 24,3.7029551453549964e-07
street_name_CHOA CHU KANG ST 52,3.701500541976879e-07
postal_code_330009,3.701011649175482e-07
remaining_lease_55 years 06 months,3.6954168669822005e-07
block_285,3.683717535102429e-07
block_805,3.6759031851856904e-07
street_name_BT BATOK EAST AVE 6,3.6720604824178114e-07
block_288G,3.6622621770328156e-07
block_55,3.6588169285449725e-07
block_684B,3.6587993232619155e-07
remaining_lease_53 years 10 months,3.653709522043152e-07
block_156,3.6536143224767523e-07
block_275D,3.651937156925546e-07
remaining_lease_68 years 10 months,3.65045010940309e-07
nearest_supermarket_name_FP58,3.649511319167596e-07
block_262,3.6458613679975556e-07
postal_code_670180,3.6395762591059943e-07
block_157,3.6381706834575254e-07
block_204,3.6379403805290535e-07
block_615,3.6362208054027647e-07
block_61C,3.6302210358922077e-07
postal_code_821170,3.6294189411951755e-07
remaining_lease_84 years 07 months,3.6255089469176645e-07
block_475D,3.6230507088801275e-07
postal_code_532470,3.6198875786545667e-07
remaining_lease_80 years 08 months,3.6197034964011873e-07
postal_code_670538,3.618336772211449e-07
remaining_lease_46 years 04 months,3.5998386092290343e-07
street_name_DORSET RD,3.597837347787626e-07
postal_code_530306,3.595080142066603e-07
remaining_lease_49 years 01 month,3.59497470344774e-07
remaining_lease_82 years 02 months,3.5842697406878606e-07
street_name_TAMPINES ST 91,3.570688912559004e-07
remaining_lease_55 years,3.564909083621592e-07
postal_code_085301,3.5621354988492967e-07
nearest_supermarket_name_SS19,3.561233212140281e-07
block_537,3.559643861778182e-07
postal_code_560351,3.558440051412187e-07
remaining_lease_50 years 11 months,3.5562983668593623e-07
block_193,3.5555920974337785e-07
street_name_JURONG WEST ST 73,3.5484645728192326e-07
postal_code_823308,3.5477789223532675e-07
postal_code_530165,3.5466733566751756e-07
remaining_lease_51 years 11 months,3.545982451010991e-07
postal_code_730362,3.5424399333089703e-07
block_669B,3.536447054546341e-07
block_603,3.5314529339620033e-07
postal_code_550328,3.5311830082076556e-07
block_308B,3.5294882298999047e-07
postal_code_100048,3.5201267715837045e-07
postal_code_824684,3.5084644259304446e-07
block_636,3.505685566675917e-07
remaining_lease_69 years 06 months,3.502909377536919e-07
block_52,3.5015176316422713e-07
block_768,3.4896887035823386e-07
street_name_WOODLANDS AVE 3,3.481190912974677e-07
nearest_supermarket_name_CS32,3.4792172102478366e-07
street_name_SERANGOON CTRL DR,3.4675116220493024e-07
postal_code_650216,3.4649858276294e-07
street_name_PENDING RD,3.4538179107248985e-07
street_name_OLD AIRPORT RD,3.451611919347508e-07
postal_code_85401,3.433693991005137e-07
block_310B,3.428714779579151e-07
postal_code_533476,3.427702825969427e-07
block_18,3.426289969010221e-07
postal_code_141086,3.424679924910085e-07
street_name_PASIR RIS ST 21,3.418357975450294e-07
block_165,3.417199535440959e-07
remaining_lease_83 years 07 months,3.411320782885907e-07
remaining_lease_50 years 04 months,3.4092588494523124e-07
remaining_lease_85 years 03 months,3.4053903129843034e-07
block_97,3.403350115484221e-07
block_63,3.400065819679201e-07
block_131,3.398633201869625e-07
nearest_supermarket_name_FP98,3.394786453480248e-07
remaining_lease_50 years 09 months,3.3940879265102185e-07
postal_code_440078,3.3861361899364893e-07
block_617,3.38566730842782e-07
postal_code_271008,3.3764256680242596e-07
remaining_lease_86 years 04 months,3.369231129949232e-07
block_240,3.3676223526867484e-07
street_name_BT BATOK EAST AVE 4,3.355387904431682e-07
remaining_lease_52 years 10 months,3.350864589074151e-07
block_266,3.344757964669154e-07
block_265,3.343762920478024e-07
street_name_POTONG PASIR AVE 3,3.3363816239191867e-07
street_name_BT BATOK WEST AVE 7,3.333705290804022e-07
postal_code_381121,3.333290526304167e-07
postal_code_642669,3.332093754071662e-07
street_name_JURONG WEST AVE 5,3.3310030555860344e-07
block_299,3.328887840296496e-07
block_334,3.3253391412591233e-07
postal_code_570237,3.322703240754889e-07
street_name_WOODLANDS DR 53,3.316926160956342e-07
block_601,3.314209173872688e-07
remaining_lease_84 years 01 month,3.3129389016709014e-07
street_name_TAMPINES ST 34,3.3126410424307233e-07
block_476C,3.3105842828857927e-07
postal_code_523497,3.298795597469584e-07
block_326,3.2952406478423554e-07
remaining_lease_48 years 10 months,3.2848410502712787e-07
nearest_supermarket_name_FP97,3.28316586543047e-07
remaining_lease_70 years 07 months,3.279205143554432e-07
postal_code_460111,3.2743368695233433e-07
block_666A,3.272785336747606e-07
block_245,3.2714529516953216e-07
remaining_lease_57 years 07 months,3.270490727692758e-07
remaining_lease_58 years 03 months,3.2677048210769067e-07
street_name_GHIM MOH LINK,3.2635337553051306e-07
postal_code_160010,3.2599768150696265e-07
postal_code_161127,3.256043567885447e-07
block_328,3.255816429971323e-07
block_351D,3.253222964921724e-07
nearest_supermarket_name_FP90,3.250056966022998e-07
remaining_lease_48 years 07 months,3.2485695516838213e-07
block_42,3.245121851683184e-07
nearest_supermarket_name_SS30,3.241942575293939e-07
postal_code_730805,3.2409708541561107e-07
postal_code_310035,3.239451282185741e-07
block_14A,3.2337418982447833e-07
block_455C,3.225686161981281e-07
street_name_COMPASSVALE RD,3.2238280811854584e-07
remaining_lease_48 years 08 months,3.223596409065644e-07
block_38C,3.21656416046881e-07
nearest_top_secondary_name_Cedar Girls' Secondary School,3.216259936113745e-07
block_168A,3.213579544520617e-07
block_842B,3.2104062839300457e-07
postal_code_310081,3.2101282128565736e-07
block_455A,3.209557740699601e-07
postal_code_521522,3.2079048773495913e-07
street_name_CHAI CHEE AVE,3.201763154129383e-07
block_59,3.198563375359537e-07
remaining_lease_89 years,3.1946032872570363e-07
street_name_MARSILING RD,3.1861281876661524e-07
postal_code_50536,3.1833114524621516e-07
postal_code_670534,3.1818082220500296e-07
postal_code_141082,3.180485012057097e-07
block_138B,3.1742750804546726e-07
block_420,3.1725601833900083e-07
street_name_HENDERSON CRES,3.170925199176568e-07
remaining_lease_86 years 03 months,3.1705312278503426e-07
block_425,3.1686130274926126e-07
street_name_WEST COAST RD,3.168432420932268e-07
block_113,3.1675335752255297e-07
remaining_lease_52 years 05 months,3.164674515885156e-07
block_677C,3.163464244986677e-07
postal_code_381008,3.1584660885196664e-07
remaining_lease_51 years,3.1581704529375786e-07
street_name_ANCHORVALE ST,3.156420035010138e-07
remaining_lease_50 years 10 months,3.151396353726117e-07
postal_code_330006,3.146141139153969e-07
street_name_PASIR RIS ST 72,3.1410882977410223e-07
block_585,3.1399751923434705e-07
block_304,3.1288736839234113e-07
block_403,3.125327417473474e-07
street_name_LIM LIAK ST,3.1157196115883366e-07
remaining_lease_79 years,3.1139279905104525e-07
block_143,3.104687574413026e-07
postal_code_762347,3.0969699322509866e-07
block_31,3.0967401169877914e-07
postal_code_670537,3.094698208924827e-07
postal_code_651194,3.0925343739635326e-07
block_830,3.087847614402806e-07
street_name_WOODLANDS ST 41,3.0762344699330157e-07
nearest_supermarket_name_GT39,3.0667794444460113e-07
block_34,3.0656345746146975e-07
block_99,3.064574571844003e-07
postal_code_272003,3.060332137372644e-07
postal_code_680287,3.0545189437117377e-07
block_235,3.049631797562389e-07
postal_code_164127,3.044023588452743e-07
postal_code_330046,3.03858432926537e-07
remaining_lease_89 years 05 months,3.0373655657446187e-07
remaining_lease_50 years,3.035212553319075e-07
street_name_PASIR RIS ST 13,3.02619804855502e-07
block_643,3.019595708543405e-07
street_name_ZION RD,3.018243223584285e-07
postal_code_570407,3.013711641791602e-07
postal_code_532475,3.0109916824527635e-07
postal_code_730402,3.0079878820207415e-07
street_name_ANG MO KIO ST 51,3.0014333725830886e-07
postal_code_510585,2.9968314210278317e-07
block_319,2.9955459152725136e-07
block_275,2.9851188953658485e-07
remaining_lease_82 years 05 months,2.98133041624696e-07
remaining_lease_56 years 06 months,2.979797533068056e-07
block_528,2.9779224130943633e-07
block_160,2.975641649375032e-07
remaining_lease_95 years 06 months,2.971503687538893e-07
postal_code_321104,2.9688428027675686e-07
postal_code_650620,2.9657446041273633e-07
postal_code_563455,2.959471722753596e-07
block_232,2.959171723132519e-07
postal_code_670172,2.9550188703411963e-07
postal_code_570231,2.9521000165933533e-07
street_name_GHIM MOH RD,2.9507677603088597e-07
postal_code_823310,2.9444704315350663e-07
block_288,2.9381587590833207e-07
remaining_lease_83 years 03 months,2.931721089392091e-07
remaining_lease_49 years 10 months,2.9258461711726733e-07
street_name_JLN DAMAI,2.9221140777168107e-07
remaining_lease_45 years 07 months,2.9206885098717386e-07
postal_code_530103,2.9195680851270205e-07
block_613,2.918981632190925e-07
block_308A,2.911344051332287e-07
block_417,2.9106151664591525e-07
postal_code_320009,2.909841100352648e-07
postal_code_520114,2.906059920575291e-07
postal_code_551236,2.9051253527150663e-07
postal_code_467010,2.895193875306434e-07
block_145,2.8938607351185674e-07
nearest_supermarket_name_SS74,2.8900153249602816e-07
block_27,2.8884931627770293e-07
block_475A,2.8858954551418723e-07
block_219,2.8858427656281534e-07
block_535,2.8848851819960626e-07
postal_code_510601,2.884097045617291e-07
block_510,2.8803972039777183e-07
street_name_SPOTTISWOODE PK RD,2.8798493255941424e-07
block_228,2.8668268228592763e-07
block_293C,2.863285326906581e-07
remaining_lease_52 years,2.863084183509066e-07
street_name_TELOK BLANGAH ST 31,2.8589499640784387e-07
postal_code_522842,2.8565647412730265e-07
block_411,2.8550577772569754e-07
remaining_lease_51 years 01 month,2.8535374716843603e-07
postal_code_85301,2.8452054164087753e-07
block_260A,2.84419863301757e-07
street_name_AH HOOD RD,2.8439533389665303e-07
postal_code_091017,2.8428808490325693e-07
postal_code_641666,2.8425256146876476e-07
block_39,2.8404535325232506e-07
block_166,2.8393185616779827e-07
block_1D,2.8358389309870426e-07
postal_code_321019,2.8310218420321016e-07
street_name_KEAT HONG LINK,2.8237306934339904e-07
postal_code_533475,2.820991992045822e-07
block_707,2.81367292478265e-07
remaining_lease_51 years 03 months,2.811342348878598e-07
street_name_JURONG WEST ST 71,2.810276461097079e-07
street_name_QUEENSWAY,2.807643325326004e-07
postal_code_670533,2.805614371516865e-07
block_306D,2.8005423873293485e-07
block_325,2.798452250283811e-07
street_name_GEYLANG EAST CTRL,2.796892652080942e-07
block_355,2.79572800068311e-07
postal_code_133028,2.7956567269922144e-07
street_name_CLEMENTI WEST ST 2,2.785588388042886e-07
postal_code_754351,2.783016178622383e-07
postal_code_144091,2.779447666103097e-07
postal_code_823663,2.778764415420741e-07
remaining_lease_74 years 04 months,2.77709214865661e-07
remaining_lease_50 years 03 months,2.774764971688838e-07
remaining_lease_95 years 07 months,2.77440119010828e-07
block_333,2.771457805976738e-07
street_name_JLN DUSUN,2.771457106008016e-07
block_87,2.7684966456256926e-07
block_342,2.76082182169105e-07
block_116,2.759706230163315e-07
postal_code_530851,2.748050711821775e-07
postal_code_200029,2.744118351741571e-07
street_name_CHOA CHU KANG AVE 7,2.741286476159018e-07
street_name_SIMEI ST 4,2.7381985970449077e-07
postal_code_120371,2.737867688739682e-07
block_464,2.735475341036018e-07
postal_code_101070,2.733084408993568e-07
postal_code_472613,2.7323089857447696e-07
block_666,2.7317362826913835e-07
block_639,2.731303718079193e-07
block_277D,2.7302495678589657e-07
street_name_WOODLANDS DR 70,2.726846464625307e-07
block_127A,2.710913664656268e-07
remaining_lease_84 years 04 months,2.705892475050064e-07
nearest_supermarket_name_SS9,2.7050063316960364e-07
block_153,2.702020874362907e-07
postal_code_653289,2.6990902475501856e-07
postal_code_570122,2.697587455921544e-07
street_name_YISHUN ST 21,2.6968865081593075e-07
remaining_lease_86 years 05 months,2.693913281752109e-07
postal_code_680760,2.6929162212084434e-07
postal_code_460067,2.6888086748235533e-07
block_214,2.6859715500978647e-07
block_663C,2.6831100034659394e-07
block_81,2.6785548039042176e-07
street_name_SELEGIE RD,2.670788077624505e-07
postal_code_684490,2.6669383302593445e-07
postal_code_670163,2.6664121968368554e-07
block_72,2.6652367919523293e-07
remaining_lease_51 years 02 months,2.662342821857952e-07
street_name_BUANGKOK LINK,2.662285357887806e-07
block_416,2.6616899818181517e-07
block_88,2.6608456632795533e-07
block_507,2.660002716540152e-07
remaining_lease_84 years 02 months,2.655194867382046e-07
postal_code_510615,2.651112250466496e-07
remaining_lease_49 years,2.6493316788795875e-07
block_162,2.6481704097122563e-07
postal_code_270014,2.6434254474262736e-07
street_name_HOUGANG ST 61,2.641810386394624e-07
block_331,2.6401953187046786e-07
block_175,2.633652937064863e-07
street_name_QUEEN'S CL,2.615605051388218e-07
postal_code_550418,2.6151744876794753e-07
remaining_lease_49 years 06 months,2.6137569980237784e-07
remaining_lease_85 years 07 months,2.6135708682126146e-07
postal_code_570285,2.613276317227998e-07
remaining_lease_85 years 05 months,2.613258233064774e-07
postal_code_120301,2.6039376695074495e-07
block_323,2.5998764905770564e-07
postal_code_670607,2.5996108464614746e-07
postal_code_653293,2.594655259323105e-07
postal_code_310175,2.586847446641465e-07
postal_code_542271,2.5791662016856744e-07
postal_code_140046,2.5791065695456104e-07
postal_code_570245,2.5764260351083174e-07
postal_code_670184,2.5740256667117467e-07
postal_code_390058,2.5706468106775193e-07
block_18B,2.565261872147853e-07
block_357,2.564080169806724e-07
postal_code_163131,2.5619445327589824e-07
block_324,2.5604854400376864e-07
block_427,2.559999302855573e-07
block_367,2.5562025432366773e-07
block_164,2.5556070896194146e-07
block_526,2.5546660518484373e-07
postal_code_650627,2.554279000389993e-07
street_name_PINE CL,2.5538023469648486e-07
block_771,2.553603328875501e-07
